crop_category,soil_category,rainfall_category,Pathway,NH4_load,P_load
9.0,0,2,1,6.758524642190737e-06,2.943048590587231e-06
9.0,0,3,0,,7.707875456499321e-06
9.0,0,3,1,8.97563306699105e-06,5.320466072104905e-06
9.0,0,4,0,,1.1550361022498698e-05
9.0,0,4,1,1.2482020061308883e-05,5.816389887811098e-06
9.0,0,5,0,,1.7700470438265586e-05
9.0,0,5,1,2.348459791269604e-05,1.0434785288010636e-05
9.0,1,0,0,1.4086370496350588e-05,2.7854138930930795e-06
9.0,1,0,1,6.048669745679928e-06,1.988355574909439e-06
9.0,1,1,0,1.8252742521069425e-05,3.5575411935843927e-06
9.0,1,1,1,4.694949947016272e-06,1.7838296709145066e-06
9.0,1,2,0,2.38227892106688e-05,5.002265647079283e-06
9.0,1,2,1,7.532507084971861e-06,3.198575328322885e-06
9.0,1,3,0,3.522403659130503e-05,7.356456667910448e-06
9.0,1,3,1,1.1685240973615608e-05,5.221766380749474e-06
9.0,1,4,0,5.256658257904026e-05,1.0637396320999268e-05
9.0,1,4,1,1.5288196569878332e-05,6.966680771651826e-06
9.0,1,5,0,7.4710595906316e-05,1.626678822317514e-05
9.0,1,5,1,2.858178098437672e-05,1.2650647474893742e-05
9.0,2,0,0,2.400905037587352e-05,3.200974566359032e-06
9.0,2,0,1,3.1566461403776357e-06,1.3274271772926389e-06
9.0,2,1,0,3.203010527691508e-05,3.989321288784503e-06
9.0,2,1,1,3.452395257920902e-06,1.4825432332865286e-06
9.0,2,2,0,4.184223310664197e-05,5.299007230044032e-06
9.0,2,2,1,4.796254737674736e-06,2.2539303793146616e-06
9.0,2,3,0,5.7929965675457e-05,7.655916276686195e-06
9.0,2,3,1,6.294316846381706e-06,3.26943429830983e-06
9.0,2,4,0,8.6961103107251e-05,1.1522283591863887e-05
9.0,2,4,1,7.223110294741737e-06,3.949032570796987e-06
9.0,2,5,0,0.0001341619279604,1.6359170181979495e-05
9.0,2,5,1,1.42178108711169e-05,7.460921510895258e-06
10.0,0,0,0,,2.1671317816874e-06
10.0,0,0,1,1.383268340974638e-05,1.6344150872831665e-06
10.0,0,1,0,,3.0095202885609705e-06
10.0,0,1,1,1.2321038828110822e-05,1.4677385514659326e-06
10.0,0,2,0,,4.42963694079521e-06
10.0,0,2,1,2.780152566910705e-05,3.172291972625093e-06
10.0,0,3,0,,6.6137398906799e-06
10.0,0,3,1,3.888219609875368e-05,4.457504723425552e-06
10.0,0,4,0,,1.00709466023921e-05
10.0,0,4,1,5.512838393902688e-05,6.065363425540784e-06
10.0,0,5,0,,1.52648154535116e-05
10.0,0,5,1,0.0001060926704842,1.078829063283979e-05
10.0,1,0,0,6.184273718361452e-05,4.243983334232002e-06
10.0,1,0,1,2.181948031812653e-05,2.437453078525735e-06
10.0,1,1,0,8.262043182019377e-05,5.622590005789301e-06
10.0,1,1,1,1.7651986355689854e-05,2.0322287857170184e-06
10.0,1,2,0,0.0001116809698479,7.723525755387535e-06
10.0,1,2,1,3.051441209368849e-05,3.487651730262432e-06
10.0,1,3,0,0.0001720848557367,1.1653775308068472e-05
10.0,1,3,1,5.010202429474407e-05,5.6021596797843376e-06
10.0,1,4,0,0.0002523919387587,1.646574037840939e-05
10.0,1,4,1,6.741430908583763e-05,7.305627194705604e-06
10.0,1,5,0,0.0003340454941392,2.20002999860425e-05
10.0,1,5,1,0.0001290967532071,1.320518970112218e-05
10.0,2,0,0,0.0001051769066934,8.479007386286694e-06
10.0,2,0,1,1.1737421442002591e-05,1.481053861402532e-06
10.0,2,1,0,0.0001429953146044,7.976870788432758e-06
10.0,2,1,1,1.3240023115405617e-05,1.610031386421993e-06
10.0,2,2,0,0.0001934184314133,1.0636046607983143e-05
10.0,2,2,1,1.943174904144012e-05,2.346513768662715e-06
10.0,2,3,0,0.0002781731175125,1.887879449065668e-05
10.0,2,3,1,2.708850815087288e-05,3.2909428714574794e-06
10.0,2,4,0,0.0004105126732141,2.1785514774833863e-05
10.0,2,4,1,3.269956895302582e-05,3.917911956353686e-06
10.0,2,5,0,0.0006054541914889,2.85668767574846e-05
10.0,2,5,1,6.604097186224073e-05,1.1351033926844697e-05
11.0,0,0,0,,2.29181030312141e-06
11.0,0,0,1,,1.2786784059592397e-06
11.0,0,1,0,,3.11438515002312e-06
11.0,0,1,1,,1.2696004215492357e-06
11.0,0,2,0,,4.48298381195657e-06
11.0,0,2,1,,2.8302459056419824e-06
11.0,0,3,0,,6.5978667719947706e-06
11.0,0,3,1,,4.132038725662128e-06
11.0,0,4,0,,9.90191101255507e-06
11.0,0,4,1,,5.743032275207754e-06
11.0,0,5,0,,1.49306075492175e-05
11.0,0,5,1,,1.0411824935160074e-05
11.0,1,0,0,,1.983188062530748e-06
11.0,1,0,1,,1.8459556005035345e-06
11.0,1,1,0,,2.640742784322426e-06
11.0,1,1,1,,1.7019561349981223e-06
11.0,1,2,0,,3.908756314074987e-06
11.0,1,2,1,,3.054723720763462e-06
11.0,1,3,0,,5.994044227822356e-06
11.0,1,3,1,,5.050084330404936e-06
11.0,1,4,0,,8.844063658895852e-06
11.0,1,4,1,,6.859753976280578e-06
11.0,1,5,0,,1.3461973958323998e-05
11.0,1,5,1,,1.2665639471708152e-05
11.0,2,0,0,,2.05898659348335e-06
11.0,2,0,1,,1.2395196496641145e-06
11.0,2,1,0,,2.724267935946924e-06
11.0,2,1,1,,1.4199180908891514e-06
11.0,2,2,0,,3.8879322171411e-06
11.0,2,2,1,,2.1517160166038173e-06
11.0,2,3,0,,5.954761748584501e-06
11.0,2,3,1,,3.17407617035651e-06
11.0,2,4,0,,9.18201518172606e-06
11.0,2,4,1,,3.907079647003495e-06
11.0,2,5,0,,1.3249009325507504e-05
11.0,2,5,1,,7.448102325971379e-06
12.0,0,0,0,,2.1671317816874e-06
12.0,0,0,1,,1.0337303402338077e-06
12.0,0,1,0,,3.0095202885609705e-06
12.0,0,1,1,,9.670513544180042e-07
12.0,0,2,0,,4.42963694079521e-06
12.0,0,2,1,,2.1884419748959267e-06
12.0,0,3,0,,6.6137398906799e-06
12.0,0,3,1,,3.185224468629449e-06
12.0,0,4,0,,1.00709466023921e-05
12.0,0,4,1,,4.4989782035510985e-06
12.0,0,5,0,,1.52648154535116e-05
12.0,0,5,1,,8.301336373079065e-06
12.0,1,0,0,,1.881623760341501e-06
12.0,1,0,1,,1.5284509864870627e-06
13.0,0,0,0,,4.59791768371994e-06
13.0,0,0,1,,1.546689320987533e-06
13.0,0,1,0,,5.499577925539221e-06
13.0,0,1,1,,1.450606312928057e-06
13.0,0,2,0,,6.898614329349161e-06
13.0,0,2,1,,3.07654425993419e-06
13.0,0,3,0,,9.08161732217362e-06
13.0,0,3,1,,4.427279414443712e-06
13.0,0,4,0,,1.25918099701622e-05
13.0,0,4,1,,6.046634042390039e-06
13.0,0,5,0,,1.78123661199493e-05
13.0,0,5,1,,1.0827541816407698e-05
13.0,1,0,0,,3.917431261368911e-06
13.0,1,0,1,,2.2613559886516403e-06
13.0,1,1,0,,4.686681637072785e-06
13.0,1,1,1,,1.955352558516685e-06
13.0,1,2,0,,6.035077161881777e-06
13.0,1,2,1,,3.322891542289774e-06
13.0,1,3,0,,8.259800816862328e-06
13.0,1,3,1,,5.4050768440239765e-06
13.0,1,4,0,,1.1276963474361432e-05
13.0,1,4,1,,7.295260153322574e-06
13.0,1,5,0,,1.5980576756826183e-05
13.0,1,5,1,,1.329861991611149e-05
13.0,2,0,0,,3.970250076925057e-06
13.0,2,0,1,,1.4886296415162468e-06
13.0,2,1,0,,4.751527319579829e-06
13.0,2,1,1,,1.6152621904707865e-06
13.0,2,2,0,,1.5291768816958088e-05
13.0,2,2,1,,2.371746530368449e-06
13.0,2,3,0,,8.192777869358106e-06
13.0,2,3,1,,6.377933739693572e-06
13.0,2,4,0,,1.161617666493242e-05
13.0,2,4,1,,4.198931445235979e-06
13.0,2,5,0,,1.5730504599405127e-05
13.0,2,5,1,,7.908945310088089e-06
14.0,0,0,1,1.4406645161805073e-07,1.4406645161805073e-07
14.0,0,1,0,,1.28878203689597e-12
14.0,0,1,1,,1.409546339948159e-07
14.0,0,2,0,,3.24584950761061e-08
14.0,0,2,1,,4.673352914441906e-07
14.0,0,3,0,,3.50738174491356e-07
14.0,0,3,1,,8.556795587971292e-07
14.0,0,4,0,,1.00060354546834e-06
14.0,0,4,1,,1.7297769796666943e-06
14.0,0,5,0,,1.9696487106529303e-06
14.0,0,5,1,3.521771878133747e-06,3.521771878133747e-06
14.0,1,0,1,,5.381438909549177e-07
