OPCAT_ID,crop_category,livestock_category,excreta_per_ha
3126,0,2,0.0
3126,0,3,0.0
3126,0,4,0.2692065937583602
3126,0,5,0.0
3126,4,1,4.68049386091002
3126,4,2,2.0633652275272585
3126,4,3,2.15074739446464
3126,4,4,1.346032968791817
3126,4,5,0.626503318751073
3127,-1,1,0.0
3127,-1,2,0.0
3127,-1,3,0.13329526470669423
3127,-1,4,0.0
3127,-1,5,0.3916664913896555
3127,0,1,0.0
3127,0,2,0.0
3127,0,3,0.0
3127,0,4,0.48646945651167567
3127,0,5,0.0
3127,4,1,10.491662339701621
3127,4,2,19.942654930818236
3127,4,3,0.13329526470669423
3127,4,4,2.4323472825587755
3127,4,5,0.3916664913896555
3129,-1,1,0.0
3129,-1,2,0.0
3129,-1,3,0.7623923038872578
3129,-1,4,0.0
3129,-1,5,0.22815316888213125
3129,0,1,0.0
3129,0,2,0.0
3129,0,3,0.0
3129,0,4,0.15000140186398986
3129,0,5,0.0
3129,4,1,9.098309293437222
3129,4,2,30.229167436744643
3129,4,3,0.7623923038872578
3129,4,4,0.7500070093199319
3129,4,5,0.22815316888213125
3132,-1,1,0.0
3132,-1,2,0.0
3132,-1,3,0.10313000819919708
3132,-1,4,0.0
3132,-1,5,0.08167848174539177
3132,0,1,0.0
3132,0,2,0.0
3132,0,3,0.0
3132,0,4,1.3577985253652394
3132,0,5,0.0
3132,4,1,5.2398561921328515
3132,4,2,3.0016683029294153
3132,4,3,0.10313000819919708
3132,4,4,6.788992626826223
3132,4,5,0.08167848174539177
3134,-1,1,0.0
3134,-1,2,0.0
3134,-1,3,0.14687211042588794
3134,-1,4,0.0
3134,-1,5,0.20982586329877093
3134,0,1,0.0
3134,0,2,0.0
3134,0,3,0.0
3134,0,4,1.0382758540057428
3134,0,5,0.0
3134,4,1,11.053834844669026
3134,4,2,9.235996731307685
3134,4,3,0.14687211042588794
3134,4,4,5.191379270028714
3134,4,5,0.20982586329877093
3135,-1,1,0.0
3135,-1,2,0.0
3135,-1,3,0.2650101504985678
3135,-1,4,0.0
3135,-1,5,0.346489063217659
3135,0,1,0.0
3135,0,2,0.0
3135,0,3,0.0
3135,0,4,0.5260351362769841
3135,0,5,0.0
3135,4,1,13.919179217812696
3135,4,2,10.112994401772138
3135,4,3,0.2650101504985678
3135,4,4,2.630175681384961
3135,4,5,0.346489063217659
3136,-1,1,0.0
3136,-1,2,0.0
3136,-1,3,0.0027800589447418084
3136,-1,4,0.0
3136,-1,5,0.47985906085149527
3136,0,1,0.0
3136,0,2,0.0
3136,0,3,0.0
3136,0,4,1.4332690988328018
3136,0,5,0.0
3136,4,1,5.89425826121362
3136,4,2,0.3575801769384346
3136,4,3,0.0027800589447418084
3136,4,4,7.166345494164013
3136,4,5,0.47985906085149527
3137,-1,1,0.0
3137,-1,2,0.0
3137,-1,3,0.4726749763349378
3137,-1,4,0.0
3137,-1,5,0.016328098915853538
3137,0,1,0.0
3137,0,2,0.0
3137,0,3,0.0
3137,0,4,1.0505951952301864
3137,0,5,0.0
3137,4,1,9.386519439526714
3137,4,2,6.733743074462469
3137,4,3,0.4726749763349378
3137,4,4,5.2529759761509425
3137,4,5,0.016328098915853538
3139,-1,1,0.0
3139,-1,2,0.0
3139,-1,3,0.023917193833387956
3139,-1,4,0.0
3139,-1,5,0.035772685367159184
3139,0,1,0.0
3139,0,2,0.0
3139,0,3,0.0
3139,0,4,0.3512563610579141
3139,0,5,0.0
3139,4,1,1.9366800429110205
3139,4,2,0.7680543819260718
3139,4,3,0.023917193833387956
3139,4,4,1.7562818052895734
3139,4,5,0.035772685367159184
3140,-1,1,0.0
3140,-1,2,0.0
3140,-1,3,0.39182612409608303
3140,-1,4,0.0
3140,-1,5,0.5832052454999539
3140,0,1,0.0
3140,0,2,0.0
3140,0,3,0.0
3140,0,4,0.48362236068407777
3140,0,5,0.0
3140,4,1,8.1648128067577
3140,4,2,15.47922534600895
3140,4,3,0.39182612409608303
3140,4,4,2.418111803420363
3140,4,5,0.5832052454999539
3141,-1,1,0.0
3141,-1,2,0.0
3141,-1,3,0.09156600006076526
3141,-1,4,0.0
3141,-1,5,1.9962781098628968
3141,0,1,0.0
3141,0,2,0.0
3141,0,3,0.0
3141,0,4,0.5360063248617477
3141,0,5,0.0
3141,4,1,9.897752926004552
3141,4,2,12.050846395690696
3141,4,3,0.09156600006076526
3141,4,4,2.6800316243087496
3141,4,5,1.9962781098628968
3142,-1,1,0.0
3142,-1,2,0.0
3142,-1,3,0.391439875177779
3142,-1,4,0.0
3142,-1,5,0.11000628895050873
3142,0,1,0.0
3142,0,2,0.0
3142,0,3,0.0
3142,0,4,1.186600408411752
3142,0,5,0.0
3142,4,1,8.408462241878237
3142,4,2,4.946060117842774
3142,4,3,0.391439875177779
3142,4,4,5.933002042058649
3142,4,5,0.11000628895050873
3143,-1,1,0.0
3143,-1,2,0.0
3143,-1,3,0.39406085500865456
3143,-1,4,0.0
3143,-1,5,0.46288104612203956
3143,0,1,0.0
3143,0,2,0.0
3143,0,3,0.0
3143,0,4,0.7809305642450741
3143,0,5,0.0
3143,4,1,11.481130364635394
3143,4,2,16.992753572173097
3143,4,3,0.39406085500865456
3143,4,4,3.9046528212253606
3143,4,5,0.46288104612203956
3144,-1,1,0.0
3144,-1,2,0.0
3144,-1,3,0.40687336753545555
3144,-1,4,0.0
3144,-1,5,0.29881581987622624
3144,0,1,0.0
3144,0,2,0.0
3144,0,3,0.0
3144,0,4,1.1607723158510572
3144,0,5,0.0
3144,4,1,10.490959888472473
3144,4,2,8.481116103056596
3144,4,3,0.40687336753545555
3144,4,4,5.803861579255273
3144,4,5,0.29881581987622624
3145,-1,1,0.0
3145,-1,2,0.0
3145,-1,3,0.31938447802125014
3145,-1,4,0.0
3145,-1,5,0.027089346812121846
3145,0,1,0.0
3145,0,2,0.0
3145,0,3,0.0
3145,0,4,1.49046245843655
3145,0,5,0.0
3145,4,1,6.27177067403131
3145,4,2,3.503256967041825
3145,4,3,0.31938447802125014
3145,4,4,7.452312292182765
3145,4,5,0.027089346812121846
3155,-1,1,0.0
3155,-1,2,0.0
3155,-1,3,0.11536428305425496
3155,-1,4,0.0
3155,-1,5,0.052831016896612876
3155,0,1,0.0
3155,0,2,0.0
3155,0,3,0.0
3155,0,4,1.414462813228637
3155,0,5,0.0
3155,4,1,4.131519482753858
3155,4,2,3.9778477368473895
3155,4,3,0.11536428305425496
3155,4,4,7.072314066143179
3155,4,5,0.052831016896612876
3156,-1,1,0.0
3156,-1,2,0.0
3156,-1,3,0.3101612590725157
3156,-1,4,0.0
3156,-1,5,0.9769365995251484
3156,0,1,0.0
3156,0,2,0.0
3156,0,3,0.0
3156,0,4,0.567799060689565
3156,0,5,0.0
3156,4,1,16.617481863762126
3156,4,2,0.8149824171198509
3156,4,3,0.3101612590725157
3156,4,4,2.8389953034478377
3156,4,5,0.9769365995251484
3157,-1,1,0.0
3157,-1,2,0.0
3157,-1,3,0.42029539664097393
3157,-1,4,0.0
3157,-1,5,0.42372918863581766
3157,0,1,0.0
3157,0,2,0.0
3157,0,3,0.0
3157,0,4,0.36169795972012103
3157,0,5,0.0
3157,4,1,6.617140761892473
3157,4,2,5.859442001386272
3157,4,3,0.42029539664097393
3157,4,4,1.8084897986005675
3157,4,5,0.42372918863581766
3164,-1,1,0.0
3164,-1,2,0.0
3164,-1,3,0.027537395335319587
3164,-1,4,0.0
3164,-1,5,0.052177519463810454
3164,0,1,0.0
3164,0,2,0.0
3164,0,3,0.0
3164,0,4,0.6408640618147105
3164,0,5,0.0
3164,4,1,8.179609055746873
3164,4,2,6.38480627248545
3164,4,3,0.027537395335319587
3164,4,4,3.2043203090735326
3164,4,5,0.052177519463810454
3165,-1,1,0.0
3165,-1,2,0.0
3165,-1,3,0.10989152317771614
3165,-1,4,0.0
3165,-1,5,0.09321830990383434
3165,0,1,0.0
3165,0,2,0.0
3165,0,3,0.0
3165,0,4,0.9081369194650025
3165,0,5,0.0
3165,4,1,9.93547217243345
3165,4,2,11.11629190403683
3165,4,3,0.10989152317771614
3165,4,4,4.540684597325033
3165,4,5,0.09321830990383434
3166,-1,1,0.0
3166,-1,2,0.0
3166,-1,3,0.10896904031726826
3166,-1,4,0.0
3166,-1,5,0.09999781984000711
3166,0,1,0.0
3166,0,2,0.0
3166,0,3,0.0
3166,0,4,1.4689770416810581
3166,0,5,0.0
3166,4,1,6.2145851328216795
3166,4,2,6.47646346576167
3166,4,3,0.10896904031726826
3166,4,4,7.344885208405297
3166,4,5,0.09999781984000711
3167,-1,1,0.0
3167,-1,2,0.0
3167,-1,3,0.011479868704043796
3167,-1,4,0.0
3167,-1,5,0.08446490098548305
3167,0,1,0.0
3167,0,2,0.0
3167,0,3,0.0
3167,0,4,1.25674529036303
3167,0,5,0.0
3167,4,1,6.763921361369511
3167,4,2,6.112719624516442
3167,4,3,0.011479868704043796
3167,4,4,6.283726451815138
3167,4,5,0.08446490098548305
3168,-1,1,0.0
3168,-1,2,0.0
3168,-1,3,0.1283655494626958
3168,-1,4,0.0
3168,-1,5,0.017833696056749223
3168,0,1,0.0
3168,0,2,0.0
3168,0,3,0.0
3168,0,4,1.1852688030752365
3168,0,5,0.0
3168,4,1,12.16652100660371
3168,4,2,10.917763104620239
3168,4,3,0.1283655494626958
3168,4,4,5.92634401537628
3168,4,5,0.017833696056749223
3174,-1,1,0.0
3174,-1,2,0.0
3174,-1,3,0.2588754898332542
3174,-1,4,0.0
3174,-1,5,0.11819458499759286
3174,0,1,0.0
3174,0,2,0.0
3174,0,3,0.0
3174,0,4,0.3131896253249778
3174,0,5,0.0
3174,4,1,12.064915179456506
3174,4,2,2.5661060473809814
3174,4,3,0.2588754898332542
3174,4,4,1.5659481266248996
3174,4,5,0.11819458499759286
3175,-1,1,0.0
3175,-1,2,0.0
3175,-1,3,0.017894106374815387
3175,-1,4,0.0
3175,-1,5,0.009114469409648464
3175,0,1,0.0
3175,0,2,0.0
3175,0,3,0.0
3175,0,4,0.7723581057448844
3175,0,5,0.0
3175,4,1,9.349982633562908
3175,4,2,7.905998288115353
3175,4,3,0.017894106374815387
3175,4,4,3.86179052872434
3175,4,5,0.009114469409648464
3177,-1,1,0.0
3177,-1,2,0.0
3177,-1,3,0.39812263721194846
3177,-1,4,0.0
3177,-1,5,0.030196629893377774
3177,0,1,0.0
3177,0,2,0.0
3177,0,3,0.0
3177,0,4,0.873342528893777
3177,0,5,0.0
3177,4,1,5.422714098594829
3177,4,2,2.7867692058565083
3177,4,3,0.39812263721194846
3177,4,4,4.36671264446889
3177,4,5,0.030196629893377774
3178,-1,1,0.0
3178,-1,2,0.0
3178,-1,3,0.02235931929138867
3178,-1,4,0.0
3178,-1,5,0.0759485083720233
3178,0,1,0.0
3178,0,2,0.0
3178,0,3,0.0
3178,0,4,1.1249271330202997
3178,0,5,0.0
3178,4,1,8.888916363261206
3178,4,2,7.5438298391114795
3178,4,3,0.02235931929138867
3178,4,4,5.6246356651014935
3178,4,5,0.0759485083720233
3181,-1,1,0.0
3181,-1,2,0.0
3181,-1,3,0.701935507698501
3181,-1,4,0.0
3181,-1,5,0.14594907928280396
3181,0,1,0.0
3181,0,2,0.0
3181,0,3,0.0
3181,0,4,0.6795899800121211
3181,0,5,0.0
3181,4,1,9.178741204482604
3181,4,2,0.8535141069665673
3181,4,3,0.701935507698501
3181,4,4,3.397949900060587
3181,4,5,0.14594907928280396
3183,-1,1,0.0
3183,-1,2,0.0
3183,-1,3,0.1587610062180948
3183,-1,4,0.0
3183,-1,5,0.30749507585780905
3183,0,1,0.0
3183,0,2,0.0
3183,0,3,0.0
3183,0,4,1.252053374887284
3183,0,5,0.0
3183,4,1,9.11003495962584
3183,4,2,4.372379153977543
3183,4,3,0.1587610062180948
3183,4,4,6.2602668744364305
3183,4,5,0.30749507585780905
3184,-1,1,0.0
3184,-1,2,0.0
3184,-1,3,0.1620262903163888
3184,-1,4,0.0
3184,-1,5,0.06378923781087442
3184,0,1,0.0
3184,0,2,0.0
3184,0,3,0.0
3184,0,4,0.5270734226445569
3184,0,5,0.0
3184,4,1,12.529726908675645
3184,4,2,11.777991556595325
3184,4,3,0.1620262903163888
3184,4,4,2.635367113222746
3184,4,5,0.06378923781087442
3188,-1,1,0.0
3188,-1,2,0.0
3188,-1,3,1.8916825866251388
3188,-1,4,0.0
3188,-1,5,1.7627151643547139
3188,0,1,0.0
3188,0,2,0.0
3188,0,3,0.0
3188,0,4,0.44298154280135266
3188,0,5,0.0
3188,4,1,11.754969503703348
3188,4,2,23.77344086616576
3188,4,3,1.8916825866251388
3188,4,4,2.214907714006657
3188,4,5,1.7627151643547139
3189,-1,1,0.0
3189,-1,2,0.0
3189,-1,3,0.4095046631092471
3189,-1,4,0.0
3189,-1,5,1.5557593793587987
3189,0,1,0.0
3189,0,2,0.0
3189,0,3,0.0
3189,0,4,0.9963679251153916
3189,0,5,0.0
3189,4,1,13.124007639913145
3189,4,2,13.529493663076444
3189,4,3,0.4095046631092471
3189,4,4,4.981839625576987
3189,4,5,1.5557593793587987
3190,-1,1,0.0
3190,-1,2,0.0
3190,-1,3,2.9529714585086397
3190,-1,4,0.0
3190,-1,5,0.30961142099429056
3190,0,1,0.0
3190,0,2,0.0
3190,0,3,0.0
3190,0,4,1.2146800726184066
3190,0,5,0.0
3190,4,1,14.704998068516744
3190,4,2,6.21448391189102
3190,4,3,2.9529714585086397
3190,4,4,6.073400363092032
3190,4,5,0.30961142099429056
3191,-1,1,0.0
3191,-1,2,0.0
3191,-1,3,4.937577914187805
3191,-1,4,0.0
3191,-1,5,0.8186390233779879
3191,0,1,0.0
3191,0,2,0.0
3191,0,3,0.0
3191,0,4,0.7088751301601058
3191,0,5,0.0
3191,4,1,15.969091500690034
3191,4,2,1.9120285513987865
3191,4,3,4.937577914187805
3191,4,4,3.5443756508006676
3191,4,5,0.8186390233779879
3192,-1,1,0.0
3192,-1,2,0.0
3192,-1,3,0.1913096334704055
3192,-1,4,0.0
3192,-1,5,0.125616413101297
3192,0,1,0.0
3192,0,2,0.0
3192,0,3,0.0
3192,0,4,0.8305954806068176
3192,0,5,0.0
3192,4,1,13.82035801897343
3192,4,2,4.286197030277888
3192,4,3,0.1913096334704055
3192,4,4,4.152977403034098
3192,4,5,0.125616413101297
3194,-1,1,0.0
3194,-1,2,0.0
3194,-1,3,0.05493953063544696
3194,-1,4,0.0
3194,-1,5,0.1964875675593982
3194,0,1,0.0
3194,0,2,0.0
3194,0,3,0.0
3194,0,4,0.7157569359281191
3194,0,5,0.0
3194,4,1,11.39384810653565
3194,4,2,7.14169319648208
3194,4,3,0.05493953063544696
3194,4,4,3.578784679640571
3194,4,5,0.1964875675593982
3196,-1,1,0.0
3196,-1,2,0.0
3196,-1,3,0.23327245207480163
3196,-1,4,0.0
3196,-1,5,0.010619850393202958
3196,0,1,0.0
3196,0,2,0.0
3196,0,3,0.0
3196,0,4,1.0085937065562989
3196,0,5,0.0
3196,4,1,11.757295480329827
3196,4,2,7.832751470535056
3196,4,3,0.23327245207480163
3196,4,4,5.042968532781501
3196,4,5,0.010619850393202958
3197,-1,1,0.0
3197,-1,2,0.0
3197,-1,3,0.2925940239354242
3197,-1,4,0.0
3197,-1,5,0.8924260609128054
3197,0,1,0.0
3197,0,2,0.0
3197,0,3,0.0
3197,0,4,1.2689902683841816
3197,0,5,0.0
3197,4,1,11.810125254671872
3197,4,2,3.405703029156737
3197,4,3,0.2925940239354242
3197,4,4,6.3449513419209085
3197,4,5,0.8924260609128054
3199,-1,1,0.0
3199,-1,2,0.0
3199,-1,3,3.3068631468938197
3199,-1,4,0.0
3199,-1,5,0.9954935042846235
3199,0,1,0.0
3199,0,2,0.0
3199,0,3,0.0
3199,0,4,0.6988843516976153
3199,0,5,0.0
3199,4,1,8.546522127841486
3199,4,2,3.4877682248411173
3199,4,3,3.3068631468938197
3199,4,4,3.4944217584880706
3199,4,5,0.9954935042846235
3202,-1,1,0.0
3202,-1,2,0.0
3202,-1,3,0.13734259271179802
3202,-1,4,0.0
3202,-1,5,0.18837925826761964
3202,0,1,0.0
3202,0,2,0.0
3202,0,3,0.0
3202,0,4,0.23265490728118507
3202,0,5,0.0
3202,4,1,7.806691875401431
3202,4,2,4.2288799189995245
3202,4,3,0.13734259271179802
3202,4,4,1.1632745364059063
3202,4,5,0.18837925826761964
3203,-1,1,0.0
3203,-1,2,0.0
3203,-1,3,0.16022782454906492
3203,-1,4,0.0
3203,-1,5,0.5174378054170858
3203,0,1,0.0
3203,0,2,0.0
3203,0,3,0.0
3203,0,4,0.6244708534078921
3203,0,5,0.0
3203,4,1,11.206933697763588
3203,4,2,4.465848055000141
3203,4,3,0.16022782454906492
3203,4,4,3.1223542670393623
3203,4,5,0.5174378054170858
3204,-1,1,0.0
3204,-1,2,0.0
3204,-1,3,1.409393771449124
3204,-1,4,0.0
3204,-1,5,1.269392886930491
3204,0,1,0.0
3204,0,2,0.0
3204,0,3,0.0
3204,0,4,0.5192985058664435
3204,0,5,0.0
3204,4,1,12.652611412200145
3204,4,2,10.697158255410217
3204,4,3,1.409393771449124
3204,4,4,2.5964925293322154
3204,4,5,1.269392886930491
3205,-1,1,0.0
3205,-1,2,0.0
3205,-1,3,0.6444631562730858
3205,-1,4,0.0
3205,-1,5,0.4950265677255106
3205,0,1,0.0
3205,0,2,0.0
3205,0,3,0.0
3205,0,4,0.27666802752367214
3205,0,5,0.0
3205,4,1,9.539163195384976
3205,4,2,23.259962623867146
3205,4,3,0.6444631562730858
3205,4,4,1.383340137618293
3205,4,5,0.4950265677255106
3206,-1,1,0.0
3206,-1,2,0.0
3206,-1,3,0.2486782142446529
3206,-1,4,0.0
3206,-1,5,0.2712377622384265
3206,0,1,0.0
3206,0,2,0.0
3206,0,3,0.0
3206,0,4,1.0367530190219485
3206,0,5,0.0
3206,4,1,4.883581292761585
3206,4,2,2.473956679303949
3206,4,3,0.2486782142446529
3206,4,4,5.18376509510974
3206,4,5,0.2712377622384265
3209,-1,1,0.0
3209,-1,2,0.0
3209,-1,3,0.05164206173335966
3209,-1,4,0.0
3209,-1,5,0.060150310087613026
3209,0,1,0.0
3209,0,2,0.0
3209,0,3,0.0
3209,0,4,1.3459186899904219
3209,0,5,0.0
3209,4,1,3.061023714922387
3209,4,2,0.970634526096739
3209,4,3,0.05164206173335966
3209,4,4,6.729593449952118
3209,4,5,0.060150310087613026
3214,-1,1,0.0
3214,-1,2,0.0
3214,-1,3,2.782277275181029
3214,-1,4,0.0
3214,-1,5,0.4530758415764192
3214,0,1,0.0
3214,0,2,0.0
3214,0,3,0.0
3214,0,4,1.0561005348603105
3214,0,5,0.0
3214,4,1,18.73051454991904
3214,4,2,0.9034245510005608
3214,4,3,2.782277275181029
3214,4,4,5.280502674301519
3214,4,5,0.4530758415764192
3216,-1,1,0.0
3216,-1,2,0.0
3216,-1,3,0.38710278878308085
3216,-1,4,0.0
3216,-1,5,0.2570788462199767
3216,0,1,0.0
3216,0,2,0.0
3216,0,3,0.0
3216,0,4,0.3802769335809652
3216,0,5,0.0
3216,4,1,7.745062906962835
3216,4,2,4.940840933775686
3216,4,3,0.38710278878308085
3216,4,4,1.9013846679048294
3216,4,5,0.2570788462199767
3218,-1,1,0.0
3218,-1,2,0.0
3218,-1,3,0.2640489912577648
3218,-1,4,0.0
3218,-1,5,0.0019012681394575055
3218,0,1,0.0
3218,0,2,0.0
3218,0,3,0.0
3218,0,4,0.6490418088987322
3218,0,5,0.0
3218,4,1,9.03199728550342
3218,4,2,11.998461284022234
3218,4,3,0.2640489912577648
3218,4,4,3.24520904449368
3218,4,5,0.0019012681394575055
3221,-1,1,0.0
3221,-1,2,0.0
3221,-1,3,0.0858162536956583
3221,-1,4,0.0
3221,-1,5,0.0725284010718033
3221,0,1,0.0
3221,0,2,0.0
3221,0,3,0.0
3221,0,4,0.39313808319983196
3221,0,5,0.0
3221,4,1,12.84622999602775
3221,4,2,9.95247007471612
3221,4,3,0.0858162536956583
3221,4,4,1.9656904159991426
3221,4,5,0.0725284010718033
3223,-1,1,0.0
3223,-1,2,0.0
3223,-1,3,0.03318510883080518
3223,-1,4,0.0
3223,-1,5,0.05250332764436494
3223,0,1,0.0
3223,0,2,0.0
3223,0,3,0.0
3223,0,4,1.361598397515801
3223,0,5,0.0
3223,4,1,5.143704779603057
3223,4,2,9.421002395949806
3223,4,3,0.03318510883080518
3223,4,4,6.807991987579
3223,4,5,0.05250332764436494
3224,-1,1,0.0
3224,-1,2,0.0
3224,-1,3,0.0013653680682522787
3224,-1,4,0.0
3224,-1,5,0.07948230774995617
3224,0,1,0.0
3224,0,2,0.0
3224,0,3,0.0
3224,0,4,0.5662010541088394
3224,0,5,0.0
3224,4,1,2.1607941949411367
3224,4,2,2.0929956495269604
3224,4,3,0.0013653680682522787
3224,4,4,2.831005270544222
3224,4,5,0.07948230774995617
3229,-1,1,0.0
3229,-1,2,0.0
3229,-1,3,0.8836709409376958
3229,-1,4,0.0
3229,-1,5,1.6468243764076704
3229,0,1,0.0
3229,0,2,0.0
3229,0,3,0.0
3229,0,4,0.5809785731463187
3229,0,5,0.0
3229,4,1,13.62706861460626
3229,4,2,4.838872123101752
3229,4,3,0.8836709409376958
3229,4,4,2.904892865731546
3229,4,5,1.6468243764076704
3231,-1,1,0.0
3231,-1,2,0.0
3231,-1,3,0.02569905549548621
3231,-1,4,0.0
3231,-1,5,0.07886097062298587
3231,0,1,0.0
3231,0,2,0.0
3231,0,3,0.0
3231,0,4,1.0775496704002587
3231,0,5,0.0
3231,4,1,5.625369794026787
3231,4,2,2.930414957649949
3231,4,3,0.02569905549548621
3231,4,4,5.3877483520012825
3231,4,5,0.07886097062298587
3233,-1,1,0.0
3233,-1,2,0.0
3233,-1,3,0.023566510263485132
3233,-1,4,0.0
3233,-1,5,0.5419657702031769
3233,0,1,0.0
3233,0,2,0.0
3233,0,3,0.0
3233,0,4,1.1604949538410276
3233,0,5,0.0
3233,4,1,13.968143166319408
3233,4,2,1.0028062121629635
3233,4,3,0.023566510263485132
3233,4,4,5.802474769205141
3233,4,5,0.5419657702031769
3234,-1,1,0.0
3234,-1,2,0.0
3234,-1,3,0.9985437462004672
3234,-1,4,0.0
3234,-1,5,1.2748803989076054
3234,0,1,0.0
3234,0,2,0.0
3234,0,3,0.0
3234,0,4,0.5805823520750463
3234,0,5,0.0
3234,4,1,10.486984983288131
3234,4,2,2.6017440626772435
3234,4,3,0.9985437462004672
3234,4,4,2.9029117603752534
3234,4,5,1.2748803989076054
3235,-1,1,0.0
3235,-1,2,0.0
3235,-1,3,0.0462779758127947
3235,-1,4,0.0
3235,-1,5,0.05667277642661407
3235,0,1,0.0
3235,0,2,0.0
3235,0,3,0.0
3235,0,4,0.6356885143599754
3235,0,5,0.0
3235,4,1,9.707132640197289
3235,4,2,3.3959697993542286
3235,4,3,0.0462779758127947
3235,4,4,3.178442571799868
3235,4,5,0.05667277642661407
3237,-1,1,0.0
3237,-1,2,0.0
3237,-1,3,0.019801717263705953
3237,-1,4,0.0
3237,-1,5,0.2197868384242403
3237,0,1,0.0
3237,0,2,0.0
3237,0,3,0.0
3237,0,4,0.45047976956579644
3237,0,5,0.0
3237,4,1,7.999987686386943
3237,4,2,6.703662628010294
3237,4,3,0.019801717263705953
3237,4,4,2.2523988478289856
3237,4,5,0.2197868384242403
3239,-1,1,0.0
3239,-1,2,0.0
3239,-1,3,0.22844671486933432
3239,-1,4,0.0
3239,-1,5,0.18160352575843625
3239,0,1,0.0
3239,0,2,0.0
3239,0,3,0.0
3239,0,4,0.5254748643887537
3239,0,5,0.0
3239,4,1,8.123616654147105
3239,4,2,2.6147470895878073
3239,4,3,0.22844671486933432
3239,4,4,2.627374321943772
3239,4,5,0.18160352575843625
3240,-1,1,0.0
3240,-1,2,0.0
3240,-1,3,0.08828431264541725
3240,-1,4,0.0
3240,-1,5,0.02272769494614179
3240,0,1,0.0
3240,0,2,0.0
3240,0,3,0.0
3240,0,4,1.1668586056976968
3240,0,5,0.0
3240,4,1,7.280303736969312
3240,4,2,14.519720657527337
3240,4,3,0.08828431264541725
3240,4,4,5.834293028488503
3240,4,5,0.02272769494614179
3242,-1,1,0.0
3242,-1,2,0.0
3242,-1,3,0.20293331376306326
3242,-1,4,0.0
3242,-1,5,0.28815553466033816
3242,0,1,0.0
3242,0,2,0.0
3242,0,3,0.0
3242,0,4,0.4842934066998303
3242,0,5,0.0
3242,4,1,5.9199986398047875
3242,4,2,5.28720479819441
3242,4,3,0.20293331376306326
3242,4,4,2.4214670334991495
3242,4,5,0.28815553466033816
3243,-1,1,0.0
3243,-1,2,0.0
3243,-1,3,0.02677578590644926
3243,-1,4,0.0
3243,-1,5,0.23673786122524038
3243,0,1,0.0
3243,0,2,0.0
3243,0,3,0.0
3243,0,4,1.3916687244499208
3243,0,5,0.0
3243,4,1,6.507803111106711
3243,4,2,5.078554288647175
3243,4,3,0.02677578590644926
3243,4,4,6.958343622249607
3243,4,5,0.23673786122524038
3245,-1,1,0.0
3245,-1,2,0.0
3245,-1,3,0.0
3245,-1,4,0.0
3245,-1,5,0.0
3245,0,1,0.0
3245,0,2,0.0
3245,0,3,0.0
3245,0,4,0.0
3245,0,5,0.0
3245,4,1,0.0
3245,4,2,0.0
3245,4,3,0.0
3245,4,4,0.0
3245,4,5,0.0
3246,-1,1,0.0
3246,-1,2,0.0
3246,-1,3,0.0
3246,-1,4,0.0
3246,-1,5,0.0
3246,0,1,0.0
3246,0,2,0.0
3246,0,3,0.0
3246,0,4,0.0
3246,0,5,0.0
3246,4,1,0.0
3246,4,2,0.0
3246,4,3,0.0
3246,4,4,0.0
3246,4,5,0.0
3248,-1,1,0.0
3248,-1,2,0.0
3248,-1,3,0.0
3248,-1,4,0.0
3248,-1,5,0.0
3248,0,1,0.0
3248,0,2,0.0
3248,0,3,0.0
3248,0,4,0.0
3248,0,5,0.0
3248,4,1,0.0
3248,4,2,0.0
3248,4,3,0.0
3248,4,4,0.0
3248,4,5,0.0
3249,-1,1,0.0
3249,-1,2,0.0
3249,-1,3,1.0392570891543866
3249,-1,4,0.0
3249,-1,5,0.6012562992065178
3249,0,1,0.0
3249,0,2,0.0
3249,0,3,0.0
3249,0,4,0.8909010151077289
3249,0,5,0.0
3249,4,1,4.055222456411735
3249,4,2,0.08462453737427995
3249,4,3,1.0392570891543866
3249,4,4,4.4545050755387825
3249,4,5,0.6012562992065178
3250,-1,1,0.0
3250,-1,2,0.0
3250,-1,3,0.3563251154511963
3250,-1,4,0.0
3250,-1,5,0.5981223521617512
3250,0,1,0.0
3250,0,2,0.0
3250,0,3,0.0
3250,0,4,1.2526525088297578
3250,0,5,0.0
3250,4,1,12.026403364647347
3250,4,2,9.563049672275406
3250,4,3,0.3563251154511963
3250,4,4,6.263262544148592
3250,4,5,0.5981223521617512
3251,-1,1,0.0
3251,-1,2,0.0
3251,-1,3,0.056340120870740015
3251,-1,4,0.0
3251,-1,5,0.1746785088907057
3251,0,1,0.0
3251,0,2,0.0
3251,0,3,0.0
3251,0,4,1.2980184488897362
3251,0,5,0.0
3251,4,1,6.410168948276777
3251,4,2,4.153013805820991
3251,4,3,0.056340120870740015
3251,4,4,6.490092244448686
3251,4,5,0.1746785088907057
3252,-1,1,0.0
3252,-1,2,0.0
3252,-1,3,1.8773958816554843
3252,-1,4,0.0
3252,-1,5,0.3284754644487454
3252,0,1,0.0
3252,0,2,0.0
3252,0,3,0.0
3252,0,4,1.2519208512819526
3252,0,5,0.0
3252,4,1,8.260038534387546
3252,4,2,3.780264786412838
3252,4,3,1.8773958816554843
3252,4,4,6.259604256409764
3252,4,5,0.3284754644487454
3253,-1,1,0.0
3253,-1,2,0.0
3253,-1,3,0.3004983625509616
3253,-1,4,0.0
